Country / Region,Financial_Year,Trade_Value_Crore,Year,Trade_Type,Mineral,Subtype
MALAYSIA,2023-2024,11.89,2024,Import,Lithium,Raw (Ore)
MEXICO,2023-2024,4.12,2024,Import,Lithium,Raw (Ore)
MOROCCO,2023-2024,0.25,2024,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2023-2024,0.97,2024,Import,Lithium,Raw (Ore)
NETHERLAND,2023-2024,21.27,2024,Import,Lithium,Raw (Ore)
NORWAY,2023-2024,29.18,2024,Import,Lithium,Raw (Ore)
SAUDI ARAB,2023-2024,0.05,2024,Import,Lithium,Raw (Ore)
SLOVENIA,2023-2024,0.12,2024,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2023-2024,0.59,2024,Import,Lithium,Raw (Ore)
SPAIN,2023-2024,0.91,2024,Import,Lithium,Raw (Ore)
TAIWAN,2023-2024,0.01,2024,Import,Lithium,Raw (Ore)
THAILAND,2023-2024,4.97,2024,Import,Lithium,Raw (Ore)
TURKEY,2023-2024,64.56,2024,Import,Lithium,Raw (Ore)
U ARAB EMTS,2023-2024,284.17,2024,Import,Lithium,Raw (Ore)
U K,2023-2024,3.12,2024,Import,Lithium,Raw (Ore)
U S A,2023-2024,26.42,2024,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2023-2024,51.06,2024,Import,Lithium,Raw (Ore)
AUSTRALIA,2024-2025,0.08,2025,Import,Lithium,Raw (Ore)
AUSTRIA,2024-2025,0.74,2025,Import,Lithium,Raw (Ore)
BELGIUM,2024-2025,4.34,2025,Import,Lithium,Raw (Ore)
CANADA,2024-2025,0.47,2025,Import,Lithium,Raw (Ore)
CHINA P RP,2024-2025,204.14,2025,Import,Lithium,Raw (Ore)
CROATIA,2024-2025,0.3,2025,Import,Lithium,Raw (Ore)
CYPRUS,2024-2025,0.01,2025,Import,Lithium,Raw (Ore)
CZECH REPUBLIC,2024-2025,0.06,2025,Import,Lithium,Raw (Ore)
EGYPT A RP,2024-2025,8.14,2025,Import,Lithium,Raw (Ore)
FINLAND,2024-2025,2.95,2025,Import,Lithium,Raw (Ore)
FRANCE,2024-2025,0.43,2025,Import,Lithium,Raw (Ore)
GERMANY,2024-2025,4.74,2025,Import,Lithium,Raw (Ore)
GREECE,2024-2025,5.91,2025,Import,Lithium,Raw (Ore)
HONG KONG,2024-2025,0.51,2025,Import,Lithium,Raw (Ore)
INDONESIA,2024-2025,0.16,2025,Import,Lithium,Raw (Ore)
JAPAN,2024-2025,3.9,2025,Import,Lithium,Raw (Ore)
KENYA,2024-2025,2.11,2025,Import,Lithium,Raw (Ore)
KOREA RP,2024-2025,0.55,2025,Import,Lithium,Raw (Ore)
LIBERIA,2024-2025,0.02,2025,Import,Lithium,Raw (Ore)
MADAGASCAR,2024-2025,1.32,2025,Import,Lithium,Raw (Ore)
MALAYSIA,2024-2025,11.76,2025,Import,Lithium,Raw (Ore)
MEXICO,2024-2025,1.97,2025,Import,Lithium,Raw (Ore)
MOROCCO,2024-2025,0.19,2025,Import,Lithium,Raw (Ore)
MOZAMBIQUE,2024-2025,1.43,2025,Import,Lithium,Raw (Ore)
NETHERLAND,2024-2025,34.29,2025,Import,Lithium,Raw (Ore)
NORWAY,2024-2025,1.86,2025,Import,Lithium,Raw (Ore)
SAUDI ARAB,2024-2025,0.03,2025,Import,Lithium,Raw (Ore)
SLOVENIA,2024-2025,0.05,2025,Import,Lithium,Raw (Ore)
SOUTH AFRICA,2024-2025,2.98,2025,Import,Lithium,Raw (Ore)
SPAIN,2024-2025,0.5,2025,Import,Lithium,Raw (Ore)
TAIWAN,2024-2025,0.01,2025,Import,Lithium,Raw (Ore)
THAILAND,2024-2025,0.66,2025,Import,Lithium,Raw (Ore)
TURKEY,2024-2025,108.96,2025,Import,Lithium,Raw (Ore)
U ARAB EMTS,2024-2025,346.12,2025,Import,Lithium,Raw (Ore)
U K,2024-2025,4.18,2025,Import,Lithium,Raw (Ore)
U S A,2024-2025,20.04,2025,Import,Lithium,Raw (Ore)
VIETNAM SOC REP,2024-2025,63.1,2025,Import,Lithium,Raw (Ore)
ANGOLA,2017-2018,0.02,2018,Export,Lithium,Raw (Ore)
AUSTRALIA,2017-2018,0.55,2018,Export,Lithium,Raw (Ore)
BAHARAIN IS,2017-2018,0.1,2018,Export,Lithium,Raw (Ore)
BANGLADESH PR,2017-2018,3.95,2018,Export,Lithium,Raw (Ore)
BELGIUM,2017-2018,12.33,2018,Export,Lithium,Raw (Ore)
BHUTAN,2017-2018,0.01,2018,Export,Lithium,Raw (Ore)
BRAZIL,2017-2018,0.01,2018,Export,Lithium,Raw (Ore)
BRUNEI,2017-2018,0.56,2018,Export,Lithium,Raw (Ore)
CAMEROON,2017-2018,0.12,2018,Export,Lithium,Raw (Ore)
CANADA,2017-2018,0.07,2018,Export,Lithium,Raw (Ore)
CHINA P RP,2017-2018,0.5,2018,Export,Lithium,Raw (Ore)
CONGO D. REP.,2017-2018,0.05,2018,Export,Lithium,Raw (Ore)
COTE D' IVOIRE,2017-2018,0.01,2018,Export,Lithium,Raw (Ore)
EGYPT A RP,2017-2018,0.87,2018,Export,Lithium,Raw (Ore)
ETHIOPIA,2017-2018,0.12,2018,Export,Lithium,Raw (Ore)
FRANCE,2017-2018,0.89,2018,Export,Lithium,Raw (Ore)
GERMANY,2017-2018,3.49,2018,Export,Lithium,Raw (Ore)
GHANA,2017-2018,0.01,2018,Export,Lithium,Raw (Ore)
GUINEA,2017-2018,0.02,2018,Export,Lithium,Raw (Ore)
INDONESIA,2017-2018,0.22,2018,Export,Lithium,Raw (Ore)
IRAN,2017-2018,7.02,2018,Export,Lithium,Raw (Ore)
ITALY,2017-2018,0.06,2018,Export,Lithium,Raw (Ore)
JAPAN,2017-2018,4.44,2018,Export,Lithium,Raw (Ore)
KENYA,2017-2018,0.05,2018,Export,Lithium,Raw (Ore)
KOREA RP,2017-2018,0.09,2018,Export,Lithium,Raw (Ore)
